fighter,pearson
Scott Askham,-0.06036612902282569
Shane Campbell,0.3563749669414252
Jeremy Kennedy,0.20434493978059665
Rick Story,-0.008843094081058184
Hyun Gyu Lim,0.3148258423207489
Anthony Johnson,-0.21570121889064386
Nate Diaz,-0.3486923546661268
Alberto Uda,0.054393409895167236
Viktor Pesta,0.019251098491634786
Francisco Rivera,0.19268557741290493
Michael Graves,-0.11369982031091222
Cesar Arzamendia,-0.08485446611173755
Jim Alers,0.3910703240611659
Michael McDonald,-0.006678786885886983
Cain Velasquez,-0.3356019811385924
Brock Lesnar,-0.22033298251073502
Cory Hendricks,nan
Russell Doane,0.5009176331293582
Anthony Birchak,-0.004833044214738075
Tamdan McCrory,-0.12516594688178956
Rory MacDonald,-0.15426038454722268
Steve Bosse,0.011008490027890207
Chris Beal,0.242225725551594
Ali Bagautinov,0.34040832681492095
Dan Henderson,0.5324093900926773
Kevin Casey,0.14706092915750327
Chris Camozzi,0.5413586516889743
Antonio Silva,0.6395388265751567
Albert Tumenov,-0.053266374947601405
Jon Tuck,0.23855083812479191
Yan Cabral,0.16262295896699647
Yuta Sasaki,0.6786093195194449
Efrain Escudero,0.17208927509377636
Oluwale Bamgbose,-0.04583075913506976
Igor Pokrajac,0.38919336364904966
Ian Entwistle,-0.006102548160144598
Filip Pejic,nan
Robert Whiteford,0.23869497081224933
James Te Huna,0.16493594665119363
Brendan O'Reilly,-0.2326720411070889
Julian Erosa,0.10022848147520218
Mike Wilkinson,0.1258061179292733
Norman Parke,-0.16639572095397265
Teemu Packalen,-0.1710150691681308
Daniel Sarafian,0.5393494644758012
Jonavin Webb,0.11118633510882363
Noad Lahat,-0.00968832532925234
Josh Barnett,0.31754066745702986
Matt Dwyer,0.2856904682701205
George Sullivan,-0.07715279971971171
Damon Jackson,0.20342824967100318
Maximo Blanco,0.5582154996182072
Patrick Cote,-0.2566192879070526
Diego Brandao,0.3823861642148811
Lorenz Larkin,0.3063086168333032
Sheldon Westcott,0.28162199852235503
Josh Samman,0.08206653152684162
Sarah Kaufman,nan
Hayder Hassan,-0.1269961636381819
Joe Proctor,0.1345849890443874
Tatsuya Kawajiri,0.39159764774823763
Gabriel Gonzaga,0.006721477942966986
Joby Sanchez,-0.006078111303642733
Dongi Yang,-0.052595269837856805
Yoshihiro Akiyama,0.3562727983057512
Tae Hyun Bang,0.12734522723739686
Benson Henderson,0.5573447440280541
Yui Chul Nam,0.21241328238735807
